"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тихоокеанский государственный университет"" "; https://pnu.edu.ru;Тихоокеанский государственный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тольяттинский государственный университет"" "; https://www.tltsu.ru;Тольяттинский государственный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Томский государственный архитектурно-строительный университет"" "; https://www.tsuab.ru;Томский государственный архитектурно-строительный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Томский государственный педагогический университет"" "; https://tspu.edu.ru;Томский государственный педагогический университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тувинский государственный университет"" "; https://tuvsu.ru;Тувинский государственный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тульский государственный педагогический университет им. Л.Н. Толстого"" "; https://www.tspu.tula.ru;Тульский государственный педагогический университет им. Л.Н. Толстого
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тульский государственный университет"" "; https://www.tsu.tula.ru;Тульский государственный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тюменский индустриальный университет"" "; https://www.tyuiu.ru;Тюменский индустриальный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Удмуртский государственный университет"" "; https://udsu.ru;Удмуртский государственный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ульяновский государственный технический университет"" "; https://ulstu.ru;Ульяновский государственный технический университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ульяновский государственный университет"" "; https://ulsu.ru;Ульяновский государственный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Университет «Дубна»"" "; https://uni-dubna.ru;Университет «Дубна»
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уральский государственный экономический университет"" "; https://usue.ru;Уральский государственный экономический университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уральский государственный юридический университет имени В.Ф. Яковлева"" "; https://www.usla.ru;Уральский государственный юридический университет имени В.Ф. Яковлева
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уфимский государственный нефтяной технический университет"" "; https://ugntu.ru;Уфимский государственный нефтяной технический университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уфимский университет науки и технологий"" "; https://uust.ru;Уфимский университет науки и технологий
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ухтинский государственный технический университет"" "; https://www.ugtu.net;Ухтинский государственный технический университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Хакасский государственный университет им. Н.Ф. Катанова"" "; https://khsu.ru;Хакасский государственный университет им. Н.Ф. Катанова
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Челябинский государственный университет"" "; https://www.csu.ru;Челябинский государственный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Чеченский государственный университет имени Ахмата Абдулхамидовича Кадырова"" "; https://chesu.ru;Чеченский государственный университет имени Ахмата Абдулхамидовича Кадырова
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Чувашский государственный педагогический университет им. И.Я. Яковлева"" "; https://chgpu.edu.ru;Чувашский государственный педагогический университет им. И.Я. Яковлева
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Чувашский государственный университет имени И.Н. Ульянова"" "; https://www.chuvsu.ru;Чувашский государственный университет имени И.Н. Ульянова
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"" "; https://swsu.ru;Юго-Западный государственный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Югорский государственный университет"" "; https://www.ugrasu.ru;Югорский государственный университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова"" "; https://www.npi-tu.ru;Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Южно-Уральский государственный гуманитарно-педагогический университет"" "; https://www.cspu.ru;Южно-Уральский государственный гуманитарно-педагогический университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ярославский государственный медицинский университет"" Министерства здравоохранения Российской Федерации "; https://ysmu.ru;Ярославский государственный медицинский университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ярославский государственный технический университет"" "; https://ystu.ru;Ярославский государственный технический университет
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ярославский государственный университет им. П.Г. Демидова"" "; https://www.uniyar.ac.ru;Ярославский государственный университет им. П.Г. Демидова
Федеральное государственное бюджетное учреждение науки Институт космических исследований Российской академии наук ; https://iki.cosmos.ru;Федеральное государственное бюджетное учреждение науки Институт космических исследований Российской академии наук 
Федеральное государственное бюджетное учреждение науки Институт теоретической физики им. Л.Д. Ландау Российской академии наук ; https://itp.ac.ru;Федеральное государственное бюджетное учреждение науки Институт теоретической физики им. Л.Д. Ландау Российской академии наук 
Федеральное государственное бюджетное учреждение науки Ордена Трудового Красного Знамени Институт солнечно-земной физики Сибирского отделения Российской академии наук ; https://iszf.irk.ru;Федеральное государственное бюджетное учреждение науки Ордена Трудового Красного Знамени Институт солнечно-земной физики Сибирского отделения Российской академии наук 
"Федеральное государственное казенное образовательное учреждение высшего образования ""Академия Федеральной службы безопасности Российской Федерации"" "; https://academy.fsb.ru;Академия Федеральной службы безопасности Российской Федерации
"Федеральное государственное казенное образовательное учреждение высшего образования ""Нижегородская академия Министерства внутренних дел Российской Федерации"" "; https://na.mvd.ru;Нижегородская академия Министерства внутренних дел Российской Федерации
"Федеральное государственное казенное общеобразовательное учреждение ""Тюменское президентское кадетское училище"" "; https://tpku.mil.ru;Тюменское президентское кадетское училище
"Федеральное государственное образовательное бюджетное учреждение высшего образования ""Финансовый университет при Правительстве Российской Федерации"" "; https://www.fa.ru;Финансовый университет при Правительстве Российской Федерации
"Частное образовательное учреждение высшего образования ""Московский университет имени С.Ю. Витте"" "; https://www.muiv.ru;Московский университет имени С.Ю. Витте
"Частное образовательное учреждение высшего образования ""Санкт-Петербургский университет технологий управления и экономики"" "; https://www.spbume.ru;Санкт-Петербургский университет технологий управления и экономики
Министерство образования Оренбургской области ; https://minobr.orb.ru;Министерство образования Оренбургской области 
Министерство образования Свердловской области ; https://minobraz.egov66.ru;Министерство образования Свердловской области 
Министерство образования Тульской области ; https://education.tularegion.ru;Министерство образования Тульской области 
Министерство просвещения и воспитания Ульяновской области ; https://education.ulgov.ru;Министерство просвещения и воспитания Ульяновской области 
Министерство просвещения Российской Федерации ; https://edu.gov.ru;Министерство просвещения Российской Федерации 
Министерство сельского хозяйства Российской Федерации ; https://mcx.gov.ru;Министерство сельского хозяйства Российской Федерации 
"Негосударственное образовательное учреждение высшего образования ""Российская экономическая школа"" (институт) "; https://www.nes.ru;Российская экономическая школа
"образования ""Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)"" "; https://etu.ru; им. В.И. Ульянова (Ленина)
"Образовательное частное учреждение высшего образования ""Православный Свято-Тихоновский гуманитарный университет"" "; https://pstgu.ru;Православный Свято-Тихоновский гуманитарный университет
"Ордена Трудового Красного Знамени федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский технический университет связи и информатики"" "; https://mtuci.ru;Московский технический университет связи и информатики
Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека ; https://rospotrebnadzor.ru;Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека 
Федеральное агентство по делам Содружества Независимых Государств, соотечественников, проживающих за рубежом, и по международному гуманитарному сотрудничеству ; https://rs.gov.ru;Федеральное агентство по делам Содружества Независимых Государств, соотечественников, проживающих за рубежом, и по международному гуманитарному сотрудничеству 
Федеральное государственное автономное образовательное учреждение высшего ; ;Федеральное государственное автономное образовательное учреждение высшего 
"Федеральное государственное автономное образовательное учреждение высшего образования ""Балтийский федеральный университет имени Иммануила Канта"" "; https://kantiana.ru;Балтийский федеральный университет имени Иммануила Канта
"Федеральное государственное автономное образовательное учреждение высшего образования ""Белгородский государственный национальный исследовательский университет"" "; https://www.bsu.edu.ru;Белгородский государственный национальный исследовательский университет
"Федеральное государственное автономное образовательное учреждение высшего образования ""Волгоградский государственный университет"" "; https://volsu.ru;Волгоградский государственный университет
"Федеральное государственное автономное образовательное учреждение высшего образования ""Государственный университет просвещения"" "; https://guppros.ru;Государственный университет просвещения
"Федеральное государственное автономное образовательное учреждение высшего образования ""Дальневосточный федеральный университет"" "; https://www.dvfu.ru;Дальневосточный федеральный университет
"Федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"" "; https://kpfu.ru;Казанский (Приволжский) федеральный университет
"Федеральное государственное автономное образовательное учреждение высшего образования ""Крымский федеральный университет имени В.И. Вернадского"" "; https://cfuv.ru;Крымский федеральный университет имени В.И. Вернадского
"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации"" "; https://mgimo.ru;Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации
"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" "; https://bmstu.ru;Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)
"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный технологический университет ""СТАНКИН"" "; https://stankin.ru;Московский государственный технологический университет 
"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)"" "; https://msal.ru;Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)
