olympiad_name,organizer_name
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северный (Арктический) федеральный университет имени М.В. Ломоносова"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Кавказский федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный университет экономики и управления ""НИНХ"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Тюменский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный технологический университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ""Высшая школа экономики"""
"Всероссийская олимпиада школьников ""Высшая проба""",Федеральное государственное бюджетное учреждение науки Институт теоретической физики им. Л.Д. Ландау Российской академии наук
"Всероссийская олимпиада школьников ""Высшая проба""",Федеральное государственное бюджетное учреждение науки Институт космических исследований Российской академии наук
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Российский университет дружбы народов имени Патриса Лумумбы"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Белгородский государственный национальный исследовательский университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северный (Арктический) федеральный университет имени М.В. Ломоносова"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Кавказский федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный университет экономики и управления ""НИНХ"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Тюменский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный технологический университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ""Высшая школа экономики"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Российский университет дружбы народов имени Патриса Лумумбы"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Белгородский государственный национальный исследовательский университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северный (Арктический) федеральный университет имени М.В. Ломоносова"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Кавказский федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный университет экономики и управления ""НИНХ"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Тюменский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный технологический университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ""Высшая школа экономики"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Белгородский государственный национальный исследовательский университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северный (Арктический) федеральный университет имени М.В. Ломоносова"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Кавказский федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный университет экономики и управления ""НИНХ"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Тюменский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный технологический университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ""Высшая школа экономики"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Российский университет дружбы народов имени Патриса Лумумбы"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Белгородский государственный национальный исследовательский университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северный (Арктический) федеральный университет имени М.В. Ломоносова"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Кавказский федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный университет экономики и управления ""НИНХ"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Тюменский государственный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"""
"Всероссийская олимпиада школьников ""Высшая проба""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный технологический университет"""
"Всероссийская олимпиада школьников ""Миссия выполнима. Твое призвание - финансист!""","Федеральное государственное образовательное бюджетное учреждение высшего образования ""Финансовый университет при Правительстве Российской Федерации"""
"Всероссийская олимпиада школьников ""Миссия выполнима. Твое призвание - финансист!""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Восточный федеральный университет имени М.К. Аммосова"""
"Всероссийская олимпиада школьников ""Юридические высоты!""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уральский государственный юридический университет имени В.Ф. Яковлева"""
Всероссийская Сеченовская олимпиада школьников,Федеральное государственное автономное образовательное учреждение высшего образования Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский Университет)
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тульский государственный педагогический университет им. Л.Н. Толстого"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Белгородский государственный национальный исследовательский университет"""
Всероссийская Толстовская олимпиада школьников,"Государственное образовательное учреждение высшего образования Московской области ""Государственный социально-гуманитарный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Рязанский государственный университет имени С.А. Есенина"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тверской государственный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский Томский государственный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский политехнический университет Петра Великого"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Тюменский государственный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Южно-Уральский государственный гуманитарно-педагогический университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тульский государственный педагогический университет им. Л.Н. Толстого"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Белгородский государственный национальный исследовательский университет"""
Всероссийская Толстовская олимпиада школьников,"Государственное образовательное учреждение высшего образования Московской области ""Государственный социально-гуманитарный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Рязанский государственный университет имени С.А. Есенина"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский Томский государственный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский политехнический университет Петра Великого"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Тюменский государственный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
Всероссийская Толстовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Южно-Уральский государственный гуманитарно-педагогический университет"""
"Всероссийский конкурс научных работ школьников ""Юниор""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский ядерный университет ""МИФИ"""
Всесибирская открытая олимпиада школьников,Министерство образования Новосибирской области
Всесибирская открытая олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Новосибирский национальный исследовательский государственный университет"""
Вузовско-академическая олимпиада по информатике,"Федеральное государственное автономное образовательное учреждение высшего образования ""Уральский федеральный университет имени первого Президента России Б.Н. Ельцина"""
Герценовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Российский государственный педагогический университет им. А.И. Герцена"""
Герценовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Государственный университет просвещения"""
Герценовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Глазовский государственный инженерно-педагогический университет имени В.Г. Короленко"""
Герценовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Красноярский государственный педагогический университет им. В.П. Астафьева"""
Герценовская олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Восточный федеральный университет имени М.К. Аммосова"""
Герценовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный университет"""
Герценовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Южно-Уральский государственный гуманитарно-педагогический университет"""
Герценовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный университет"""
Герценовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Омский государственный педагогический университет"""
Герценовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Томский государственный педагогический университет"""
Герценовская олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Российский государственный педагогический университет им. А.И. Герцена"""
Городская открытая олимпиада школьников по физике,Комитет по образованию Санкт-Петербурга
Городская открытая олимпиада школьников по физике,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный университет"""
Городская открытая олимпиада школьников по физике,"Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)"""
Инженерная олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский ядерный университет ""МИФИ"""
Инженерная олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Российский университет транспорта"""
Инженерная олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Нижегородский государственный технический университет им. Р.Е. Алексеева"""
Инженерная олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Уральский федеральный университет имени первого Президента России Б.Н. Ельцина"""
Инженерная олимпиада школьников,"Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)"""
Инженерная олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых"""
Инженерная олимпиада школьников,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Белгородский государственный технологический университет им. В.Г. Шухова"""
Интернет-олимпиада школьников по физике,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный университет"""
Интернет-олимпиада школьников по физике,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский университет ИТМО"""
Интернет-олимпиада школьников по физике,"Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
Кутафинская олимпиада школьников по праву,"Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)"""
Кутафинская олимпиада школьников по праву,"Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
Кутафинская олимпиада школьников по праву,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-западный государственный университет"""
Международная музыкальная олимпиада,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Нижегородская государственная консерватория им. М.И. Глинки"""
"Международная олимпиада ""Innopolis Open""","Автономная некоммерческая организация высшего образования ""Университет Иннополис"""
Международная олимпиада по финансовой безопасности,Министерство науки и высшего образования Российской Федерации
Международная олимпиада по финансовой безопасности,Министерство просвещения Российской Федерации
Международная олимпиада по финансовой безопасности,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Государственный университет управления"""
Международная олимпиада по финансовой безопасности,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Дипломатическая академия Министерства иностранных дел Российской Федерации"""
Международная олимпиада по финансовой безопасности,"Федеральное государственное автономное образовательное учреждение высшего образования ""Крымский федеральный университет имени В.И. Вернадского"""
Международная олимпиада по финансовой безопасности,"Аккредитованное образовательное частное учреждение высшего образования ""Московский финансово-юридический университет МФЮА"""
Международная олимпиада по финансовой безопасности,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский ядерный университет ""МИФИ"""
Международная олимпиада по финансовой безопасности,"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского"""
